Town,Date,Collected_at,Temperature,Weather,Real_feel,Humidity
rijeka,30.08.2020.,17:30,25.0,grmljavina i pljusak,27.0,81.0
opatija,30.08.2020.,17:30,30.0,potpuno oblačno,31.0,48.0
jadranovo,30.08.2020.,17:30,27.0,promjenjivo oblačno s povremenom kišom,29.0,66.0
vrata,30.08.2020.,17:30,27.0,malo oblačno,27.0,40.0
selce,30.08.2020.,17:30,27.0,promjenjivo oblačno s povremenom kišom,29.0,66.0
veprinac,30.08.2020.,17:30,25.0,grmljavina i pljusak,27.0,81.0
omisalj,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
matulji,30.08.2020.,19:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,86.0
medveja,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
lovran,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
lipa,30.08.2020.,19:30,26.0,malo oblačno,27.0,54.0
krasica,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
klenovica,30.08.2020.,19:30,28.0,pretežno oblačno,29.0,54.0
kastav,30.08.2020.,19:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,86.0
klana,30.08.2020.,19:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,86.0
grobnik,30.08.2020.,19:30,26.0,malo oblačno,27.0,54.0
hreljin,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
fuzine,30.08.2020.,19:30,26.0,malo oblačno,27.0,50.0
drazice,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
delnice,30.08.2020.,19:30,26.0,malo oblačno,27.0,50.0
crikvenica,30.08.2020.,19:30,26.0,malo oblačno,28.0,70.0
bribir,30.08.2020.,19:30,27.0,pretežno oblačno,27.0,42.0
brgud,30.08.2020.,19:30,27.0,pretežno oblačno,27.0,42.0
bakar,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
bakarac,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
baska,30.08.2020.,19:30,28.0,pretežno oblačno,29.0,54.0
rubesi,30.08.2020.,19:30,17.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,17.0,86.0
rijeka,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
opatija,30.08.2020.,19:30,29.0,pretežno oblačno,29.0,45.0
jadranovo,30.08.2020.,19:30,26.0,malo oblačno,28.0,70.0
vrata,30.08.2020.,19:30,26.0,malo oblačno,27.0,50.0
selce,30.08.2020.,19:30,26.0,malo oblačno,28.0,70.0
veprinac,30.08.2020.,19:30,24.0,malo oblačno,26.0,87.0
omisalj,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
matulji,30.08.2020.,21:30,18.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,18.0,85.0
medveja,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
lovran,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
lipa,30.08.2020.,21:30,26.0,umjereno oblačno,27.0,48.0
krasica,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
klenovica,30.08.2020.,21:30,27.0,umjereno oblačno,29.0,69.0
kastav,30.08.2020.,21:30,18.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,18.0,85.0
klana,30.08.2020.,21:30,18.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,18.0,85.0
grobnik,30.08.2020.,21:30,26.0,umjereno oblačno,27.0,48.0
hreljin,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
fuzine,30.08.2020.,21:30,25.0,umjereno oblačno,26.0,60.0
drazice,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
delnice,30.08.2020.,21:30,25.0,umjereno oblačno,26.0,60.0
crikvenica,30.08.2020.,21:30,26.0,malo oblačno,26.0,63.5
bribir,30.08.2020.,21:30,22.0,pretežno oblačno,25.0,67.0
brgud,30.08.2020.,21:30,22.0,pretežno oblačno,25.0,67.0
bakar,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
bakarac,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
baska,30.08.2020.,21:30,27.0,umjereno oblačno,29.0,69.0
rubesi,30.08.2020.,21:30,18.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,18.0,85.0
rijeka,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
opatija,30.08.2020.,21:30,25.0,umjereno oblačno,26.0,59.0
jadranovo,30.08.2020.,21:30,26.0,malo oblačno,26.0,59.5
vrata,30.08.2020.,21:30,25.0,umjereno oblačno,26.0,60.0
selce,30.08.2020.,21:30,26.0,malo oblačno,26.0,73.5
veprinac,30.08.2020.,21:30,24.0,pretežno oblačno,26.0,87.0
omisalj,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
matulji,30.08.2020.,23:30,17.0,malo oblačno,17.0,78.0
medveja,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
lovran,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
lipa,30.08.2020.,23:30,26.0,malo oblačno,27.0,54.0
krasica,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
klenovica,30.08.2020.,23:30,26.0,umjereno oblačno,28.0,76.0
kastav,30.08.2020.,23:30,17.0,malo oblačno,17.0,78.0
klana,30.08.2020.,23:30,17.0,malo oblačno,17.0,78.0
grobnik,30.08.2020.,23:30,26.0,malo oblačno,27.0,54.0
hreljin,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
fuzine,30.08.2020.,23:30,22.0,malo oblačno,25.0,73.0
drazice,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
delnice,30.08.2020.,23:30,22.0,malo oblačno,25.0,73.0
crikvenica,30.08.2020.,23:30,25.0,malo oblačno,27.0,76.0
bribir,30.08.2020.,23:30,23.0,pretežno oblačno,25.0,59.0
brgud,30.08.2020.,23:30,23.0,pretežno oblačno,25.0,59.0
bakar,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
bakarac,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
baska,30.08.2020.,23:30,26.0,umjereno oblačno,28.0,76.0
rubesi,30.08.2020.,23:30,17.0,malo oblačno,17.0,78.0
rijeka,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
opatija,30.08.2020.,23:30,22.0,umjereno oblačno,25.0,73.0
jadranovo,30.08.2020.,23:30,25.0,malo oblačno,27.0,76.0
vrata,30.08.2020.,23:30,22.0,malo oblačno,25.0,73.0
selce,30.08.2020.,23:30,25.0,malo oblačno,27.0,76.0
veprinac,30.08.2020.,23:30,23.0,malo oblačno,25.0,83.0
omisalj,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
matulji,31.08.2020.,01:30,16.0,malo oblačno,16.0,72.0
medveja,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
lovran,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
lipa,31.08.2020.,01:30,21.0,malo oblačno,24.0,75.0
krasica,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
klenovica,31.08.2020.,01:30,25.0,umjereno oblačno,27.0,73.0
kastav,31.08.2020.,01:30,16.0,malo oblačno,16.0,72.0
klana,31.08.2020.,01:30,16.0,malo oblačno,16.0,72.0
grobnik,31.08.2020.,01:30,21.0,malo oblačno,24.0,75.0
hreljin,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
fuzine,31.08.2020.,01:30,23.0,malo oblačno,25.0,56.0
drazice,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
delnice,31.08.2020.,01:30,23.0,malo oblačno,25.0,56.0
crikvenica,31.08.2020.,01:30,23.0,malo oblačno,23.0,58.25
bribir,31.08.2020.,01:30,19.0,pretežno oblačno,19.0,60.5
brgud,31.08.2020.,01:30,19.0,pretežno oblačno,19.0,62.75
bakar,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
bakarac,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
baska,31.08.2020.,01:30,25.0,umjereno oblačno,27.0,73.0
rubesi,31.08.2020.,01:30,16.0,malo oblačno,16.0,72.0
rijeka,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
opatija,31.08.2020.,01:30,19.0,malo oblačno,19.0,86.0
jadranovo,31.08.2020.,01:30,23.0,malo oblačno,23.0,71.0
vrata,31.08.2020.,01:30,23.0,malo oblačno,25.0,56.0
selce,31.08.2020.,01:30,23.0,malo oblačno,23.0,60.5
veprinac,31.08.2020.,01:30,22.0,malo oblačno,25.0,65.0
omisalj,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
matulji,31.08.2020.,03:30,15.0,malo oblačno,15.0,68.0
medveja,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
lovran,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
lipa,31.08.2020.,03:30,18.0,malo oblačno,18.0,87.0
krasica,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
klenovica,31.08.2020.,03:30,24.0,umjereno oblačno,26.0,79.0
kastav,31.08.2020.,03:30,15.0,malo oblačno,15.0,68.0
klana,31.08.2020.,03:30,15.0,malo oblačno,15.0,68.0
grobnik,31.08.2020.,03:30,18.0,malo oblačno,18.0,87.0
hreljin,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
fuzine,31.08.2020.,03:30,19.0,malo oblačno,19.0,74.0
drazice,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
delnice,31.08.2020.,03:30,19.0,malo oblačno,19.0,74.0
crikvenica,31.08.2020.,03:30,21.0,malo oblačno,24.0,74.0
bribir,31.08.2020.,03:30,19.0,pretežno oblačno,19.0,74.0
brgud,31.08.2020.,03:30,19.0,pretežno oblačno,19.0,74.0
bakar,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
bakarac,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
baska,31.08.2020.,03:30,24.0,umjereno oblačno,26.0,79.0
rubesi,31.08.2020.,03:30,15.0,malo oblačno,15.0,68.0
rijeka,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
opatija,31.08.2020.,03:30,17.0,malo oblačno,17.0,91.0
jadranovo,31.08.2020.,03:30,21.0,malo oblačno,24.0,74.0
vrata,31.08.2020.,03:30,19.0,malo oblačno,19.0,74.0
selce,31.08.2020.,03:30,21.0,malo oblačno,24.0,74.0
veprinac,31.08.2020.,03:30,21.0,malo oblačno,24.0,64.0
omisalj,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
matulji,31.08.2020.,05:30,14.0,malo oblačno,14.0,76.0
medveja,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
lovran,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
lipa,31.08.2020.,05:30,16.0,malo oblačno,16.0,94.0
krasica,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
klenovica,31.08.2020.,05:30,23.0,malo oblačno,25.0,69.0
kastav,31.08.2020.,05:30,14.0,malo oblačno,14.0,76.0
klana,31.08.2020.,05:30,14.0,malo oblačno,14.0,76.0
grobnik,31.08.2020.,05:30,16.0,malo oblačno,16.0,94.0
hreljin,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
fuzine,31.08.2020.,05:30,17.0,malo oblačno,17.0,81.0
drazice,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
delnice,31.08.2020.,05:30,17.0,malo oblačno,17.0,81.0
crikvenica,31.08.2020.,05:30,20.0,malo oblačno,24.0,77.0
bribir,31.08.2020.,05:30,19.0,pretežno oblačno,19.0,75.0
brgud,31.08.2020.,05:30,19.0,pretežno oblačno,19.0,75.0
bakar,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
bakarac,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
baska,31.08.2020.,05:30,23.0,malo oblačno,25.0,69.0
rubesi,31.08.2020.,05:30,14.0,malo oblačno,14.0,76.0
rijeka,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
opatija,31.08.2020.,05:30,17.0,vedro,17.0,94.0
jadranovo,31.08.2020.,05:30,20.0,malo oblačno,24.0,77.0
vrata,31.08.2020.,05:30,17.0,malo oblačno,17.0,81.0
selce,31.08.2020.,05:30,20.0,malo oblačno,24.0,77.0
veprinac,31.08.2020.,05:30,20.0,malo oblačno,24.0,73.0
omisalj,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
matulji,31.08.2020.,07:30,13.0,malo oblačno,13.0,79.0
medveja,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
lovran,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
lipa,31.08.2020.,07:30,16.0,pretežno oblačno,16.0,93.0
krasica,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
klenovica,31.08.2020.,07:30,23.0,pretežno oblačno,25.0,58.0
kastav,31.08.2020.,07:30,13.0,malo oblačno,13.0,79.0
klana,31.08.2020.,07:30,13.0,malo oblačno,13.0,79.0
grobnik,31.08.2020.,07:30,16.0,pretežno oblačno,16.0,93.0
hreljin,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
fuzine,31.08.2020.,07:30,16.0,malo oblačno,16.0,83.0
drazice,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
delnice,31.08.2020.,07:30,16.0,malo oblačno,16.0,83.0
crikvenica,31.08.2020.,07:30,20.0,malo oblačno,24.0,75.0
bribir,31.08.2020.,07:30,19.0,pretežno oblačno,19.0,76.0
brgud,31.08.2020.,07:30,19.0,pretežno oblačno,19.0,76.0
bakar,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
bakarac,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
baska,31.08.2020.,07:30,23.0,pretežno oblačno,25.0,58.0
rubesi,31.08.2020.,07:30,13.0,malo oblačno,13.0,79.0
rijeka,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
opatija,31.08.2020.,07:30,16.0,pretežno oblačno,16.0,91.0
jadranovo,31.08.2020.,07:30,20.0,malo oblačno,24.0,75.0
vrata,31.08.2020.,07:30,16.0,malo oblačno,16.0,83.0
selce,31.08.2020.,07:30,20.0,malo oblačno,24.0,75.0
veprinac,31.08.2020.,07:30,20.0,potpuno oblačno,24.0,74.0
omisalj,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
matulji,31.08.2020.,09:30,14.0,pretežno oblačno,14.0,91.0
medveja,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
lovran,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
lipa,31.08.2020.,09:30,20.0,pretežno oblačno,24.0,75.0
krasica,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
klenovica,31.08.2020.,09:30,25.0,potpuno oblačno,26.0,65.0
kastav,31.08.2020.,09:30,14.0,pretežno oblačno,14.0,91.0
klana,31.08.2020.,09:30,14.0,pretežno oblačno,14.0,91.0
grobnik,31.08.2020.,09:30,20.0,pretežno oblačno,24.0,75.0
hreljin,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
fuzine,31.08.2020.,09:30,18.0,pretežno oblačno,18.0,73.0
drazice,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
delnice,31.08.2020.,09:30,18.0,pretežno oblačno,18.0,73.0
crikvenica,31.08.2020.,09:30,23.0,slaba kiša,25.0,68.0
bribir,31.08.2020.,09:30,22.0,promjenjivo oblačno s povremenom kišom,25.0,80.0
brgud,31.08.2020.,09:30,22.0,promjenjivo oblačno s povremenom kišom,25.0,80.0
bakar,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
bakarac,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
baska,31.08.2020.,09:30,25.0,potpuno oblačno,26.0,65.0
rubesi,31.08.2020.,09:30,14.0,pretežno oblačno,14.0,91.0
rijeka,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
opatija,31.08.2020.,09:30,21.0,pretežno oblačno,24.0,65.0
jadranovo,31.08.2020.,09:30,23.0,slaba kiša,25.0,68.0
vrata,31.08.2020.,09:30,18.0,pretežno oblačno,18.0,73.0
selce,31.08.2020.,09:30,23.0,slaba kiša,25.0,68.0
veprinac,31.08.2020.,09:30,22.0,potpuno oblačno,25.0,65.0
omisalj,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
matulji,31.08.2020.,11:30,15.0,pretežno oblačno,15.0,84.0
medveja,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
lovran,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
lipa,31.08.2020.,11:30,22.0,potpuno oblačno,25.0,72.0
krasica,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
klenovica,31.08.2020.,11:30,24.0,slaba kiša,26.0,70.0
kastav,31.08.2020.,11:30,15.0,pretežno oblačno,15.0,84.0
klana,31.08.2020.,11:30,15.0,pretežno oblačno,15.0,84.0
grobnik,31.08.2020.,11:30,22.0,potpuno oblačno,25.0,72.0
hreljin,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
fuzine,31.08.2020.,11:30,20.0,slaba kiša,24.0,76.0
drazice,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
delnice,31.08.2020.,11:30,20.0,slaba kiša,24.0,76.0
crikvenica,31.08.2020.,11:30,23.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,25.0,72.0
bribir,31.08.2020.,11:30,20.0,grmljavina i pljusak,24.0,92.0
brgud,31.08.2020.,11:30,20.0,grmljavina i pljusak,24.0,92.0
bakar,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
bakarac,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
baska,31.08.2020.,11:30,24.0,slaba kiša,26.0,70.0
rubesi,31.08.2020.,11:30,15.0,pretežno oblačno,15.0,84.0
rijeka,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
opatija,31.08.2020.,11:30,22.0,potpuno oblačno,25.0,70.0
jadranovo,31.08.2020.,11:30,23.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,25.0,72.0
vrata,31.08.2020.,11:30,20.0,slaba kiša,24.0,76.0
selce,31.08.2020.,11:30,23.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,25.0,72.0
veprinac,31.08.2020.,11:30,22.0,slaba kiša,25.0,70.0
omisalj,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
matulji,31.08.2020.,13:30,15.0,umjerena kiša,15.0,92.0
medveja,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
lovran,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
lipa,31.08.2020.,13:30,21.0,slaba kiša,24.0,84.0
krasica,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
klenovica,31.08.2020.,13:30,22.0,slaba kiša,25.0,72.0
kastav,31.08.2020.,13:30,15.0,umjerena kiša,15.0,92.0
klana,31.08.2020.,13:30,15.0,umjerena kiša,15.0,92.0
grobnik,31.08.2020.,13:30,21.0,slaba kiša,24.0,84.0
hreljin,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
fuzine,31.08.2020.,13:30,19.0,slaba kiša,19.0,84.0
drazice,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
delnice,31.08.2020.,13:30,19.0,slaba kiša,19.0,84.0
crikvenica,31.08.2020.,13:30,22.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,25.0,78.0
bribir,31.08.2020.,13:30,21.0,pretežno oblačno,24.0,88.0
brgud,31.08.2020.,13:30,21.0,pretežno oblačno,24.0,88.0
bakar,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
bakarac,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
baska,31.08.2020.,13:30,22.0,slaba kiša,25.0,72.0
rubesi,31.08.2020.,13:30,15.0,umjerena kiša,15.0,92.0
rijeka,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
opatija,31.08.2020.,13:30,21.0,slaba kiša,24.0,70.0
jadranovo,31.08.2020.,13:30,22.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,25.0,78.0
vrata,31.08.2020.,13:30,19.0,slaba kiša,19.0,84.0
selce,31.08.2020.,13:30,22.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,25.0,78.0
veprinac,31.08.2020.,13:30,21.0,slaba kiša,24.0,82.0
omisalj,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
matulji,31.08.2020.,15:30,13.0,umjerena kiša,13.0,91.0
medveja,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
lovran,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
lipa,31.08.2020.,15:30,18.0,umjerena kiša,18.0,90.0
krasica,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
klenovica,31.08.2020.,15:30,20.0,slaba kiša,24.0,71.0
kastav,31.08.2020.,15:30,13.0,umjerena kiša,13.0,91.0
klana,31.08.2020.,15:30,13.0,umjerena kiša,13.0,91.0
grobnik,31.08.2020.,15:30,18.0,umjerena kiša,18.0,90.0
hreljin,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
fuzine,31.08.2020.,15:30,18.0,umjerena kiša,18.0,92.0
drazice,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
delnice,31.08.2020.,15:30,18.0,umjerena kiša,18.0,92.0
crikvenica,31.08.2020.,15:30,20.0,slaba kiša,24.0,79.0
bribir,31.08.2020.,15:30,23.0,potpuno oblačno,25.0,80.0
brgud,31.08.2020.,15:30,23.0,potpuno oblačno,25.0,80.0
bakar,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
bakarac,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
baska,31.08.2020.,15:30,20.0,slaba kiša,24.0,71.0
rubesi,31.08.2020.,15:30,13.0,umjerena kiša,13.0,91.0
rijeka,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
opatija,31.08.2020.,15:30,18.0,slaba kiša,18.0,86.0
jadranovo,31.08.2020.,15:30,20.0,slaba kiša,24.0,79.0
vrata,31.08.2020.,15:30,18.0,umjerena kiša,18.0,92.0
selce,31.08.2020.,15:30,20.0,slaba kiša,24.0,79.0
veprinac,31.08.2020.,15:30,18.0,slaba kiša,18.0,90.0
omisalj,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
matulji,31.08.2020.,17:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,90.0
medveja,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
lovran,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
lipa,31.08.2020.,17:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,96.0
krasica,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
klenovica,31.08.2020.,17:30,20.0,slaba kiša,24.0,83.0
kastav,31.08.2020.,17:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,90.0
klana,31.08.2020.,17:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,90.0
grobnik,31.08.2020.,17:30,16.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,16.0,96.0
hreljin,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
fuzine,31.08.2020.,17:30,17.0,promjenjivo oblačno s povremenom kišom,17.0,93.0
drazice,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
delnice,31.08.2020.,17:30,17.0,promjenjivo oblačno s povremenom kišom,17.0,93.0
crikvenica,31.08.2020.,17:30,19.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,19.0,86.0
bribir,31.08.2020.,17:30,22.0,potpuno oblačno,25.0,81.0
brgud,31.08.2020.,17:30,22.0,potpuno oblačno,25.0,81.0
bakar,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
bakarac,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
baska,31.08.2020.,17:30,20.0,slaba kiša,24.0,83.0
rubesi,31.08.2020.,17:30,13.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,13.0,90.0
rijeka,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
opatija,31.08.2020.,17:30,17.0,slaba kiša,17.0,88.0
jadranovo,31.08.2020.,17:30,19.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,19.0,86.0
vrata,31.08.2020.,17:30,17.0,promjenjivo oblačno s povremenom kišom,17.0,93.0
selce,31.08.2020.,17:30,19.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,19.0,86.0
veprinac,31.08.2020.,17:30,17.0,slaba kiša,17.0,90.0
omisalj,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
matulji,31.08.2020.,19:30,12.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,12.0,90.0
medveja,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
lovran,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
lipa,31.08.2020.,19:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
krasica,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
klenovica,31.08.2020.,19:30,19.0,slaba kiša,19.0,91.0
kastav,31.08.2020.,19:30,12.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,12.0,90.0
klana,31.08.2020.,19:30,12.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,12.0,90.0
grobnik,31.08.2020.,19:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,96.0
hreljin,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
fuzine,31.08.2020.,19:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,91.0
drazice,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
delnice,31.08.2020.,19:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,91.0
crikvenica,31.08.2020.,19:30,18.0,slaba kiša,18.0,90.0
bribir,31.08.2020.,19:30,18.0,potpuno oblačno,18.0,86.0
brgud,31.08.2020.,19:30,18.0,potpuno oblačno,18.0,86.0
bakar,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
bakarac,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
baska,31.08.2020.,19:30,19.0,slaba kiša,19.0,91.0
rubesi,31.08.2020.,19:30,12.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,12.0,90.0
rijeka,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
opatija,31.08.2020.,19:30,15.0,umjerena kiša,15.0,88.0
jadranovo,31.08.2020.,19:30,18.0,slaba kiša,18.0,90.0
vrata,31.08.2020.,19:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,91.0
selce,31.08.2020.,19:30,18.0,slaba kiša,18.0,90.0
veprinac,31.08.2020.,19:30,17.0,slaba kiša,17.0,90.0
omisalj,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
matulji,31.08.2020.,21:30,11.0,jaka kiša,11.0,92.0
medveja,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
lovran,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
lipa,31.08.2020.,21:30,14.0,umjerena kiša,14.0,94.0
krasica,31.08.2020.,21:30,17.0,slaba kiša,17.0,95.0
klenovica,31.08.2020.,21:30,18.0,promjenjivo oblačno s povremenom kišom,18.0,74.0
kastav,31.08.2020.,21:30,11.0,jaka kiša,11.0,92.0
klana,31.08.2020.,21:30,11.0,jaka kiša,11.0,92.0
